participant_id,parameter,posterior_mean,hdi_low,hdi_high
P071,kappa,0.9893167630075377,-0.5574309792382705,2.6660901048209844
P072,kappa,0.9589497839827966,-0.7613555141019395,2.6697997085980107
P073,kappa,0.8988600864021073,-0.7939237132351327,2.535507595320859
P074,kappa,0.9591366985081159,-0.5792602321945729,2.8222679736269702
P075,kappa,0.9860068418833086,-0.5119414632076951,2.8326456268989118
P076,kappa,0.9866891124337955,-0.7316311836488988,2.6209726027521842
P077,kappa,0.7807033363988917,-0.7009089974606877,2.632439077289531
P078,kappa,0.9747077388380441,-0.6902591101517958,2.805521513887035
P079,kappa,0.986911939650288,-0.5773589547256325,2.698262686347914
P080,kappa,-151.12864799934303,-9942.431740373167,9282.730315041927
P081,kappa,0.9850676060025508,-0.8203758441166664,2.843605399401346
P082,kappa,0.9365785011011903,-0.7757662392279295,2.5208809978038276
P083,kappa,0.9067818202289778,-0.8242205435095298,2.4178539676639863
P084,kappa,17.754537581610062,-9287.81599732314,11012.391455152489
P085,kappa,75.88689414048162,-7340.963521462574,8904.003965644037
P086,kappa,2.3144566051137554,-4941.402522480847,4636.247770421991
P087,kappa,0.9865531186314243,-0.9257740431951291,2.527050892278551
P088,kappa,1.0399812027865398,-0.9850439399214761,3.3448313293259218
P089,kappa,0.9917104184993336,-0.7920188401733022,2.4302190820914844
P090,kappa,-102.77346230739644,-9042.644516616278,8039.4079459205295
P091,kappa,104.94021155519847,-5104.183728836305,5373.380191376628
P092,kappa,85.00781748566779,-13672.980365081597,13635.143593272018
P093,kappa,0.9894958717829346,-1.1548593361622732,3.3255706606389532
P094,kappa,0.9990689385443243,-2.7442942212094987,4.600161715292166
P095,kappa,0.9756639309756234,-0.79298666806571,2.6299455918882346
P096,kappa,-128.20777506054475,-11605.806798581605,10762.940019058675
P097,kappa,214.19761959492874,-10894.03697787233,11007.324922261587
P098,kappa,0.8854753951787088,-0.8220084319934973,2.4636975827864376
P099,kappa,0.8818655082436039,-0.7616411840459667,2.468074336380532
P100,kappa,0.8699251162113243,-0.8934223135161499,2.5345146107312635
P101,kappa,97.62777007274093,-11137.469628692153,12207.00864599547
P102,kappa,0.9585559597481575,-0.7083918358883907,2.662160292979391
P103,kappa,52.65901703341662,-7448.197525134622,7024.236512739919
P104,kappa,-44.837905030785116,-9897.813839135779,8836.896626917642
P105,kappa,0.9305158179520369,-0.7064395491997286,2.629423962055266
P106,kappa,0.8730203063934113,-0.838889890736401,2.579370472307458
P107,kappa,-9.731494751032825,-4582.150510144507,4236.53801461157
P108,kappa,0.9868335329702157,-0.715195799467383,2.7559024789403983
P109,kappa,0.9833417230564948,-0.6382385125631992,2.497216474361484
P110,kappa,68.05847288749663,-13095.183296949803,12850.86045299977
P111,kappa,135.2847645956671,-11472.917358936496,13019.520500684905
P112,kappa,0.887586453965195,-0.771339443079029,2.4641436890584547
P113,kappa,0.9813945729499101,-0.7117144683400535,2.7361160328593614
P114,kappa,347.53246494317267,-12790.738991320415,10749.896612844926
P115,kappa,-279.8008531637059,-8116.1520302220415,7504.712544357203
P116,kappa,109.17037078699587,-4484.601074422924,5075.665916341256
P117,kappa,325.8734656244326,-11734.704138135643,10149.474851903371
P118,kappa,0.9782706276497876,-0.7265852700432893,2.6159737391274236
P119,kappa,0.9960621574949008,-0.9110497654241196,2.908361215059297
P120,kappa,0.912201130175388,-1.0456886610864298,2.3727378448316863
P121,kappa,77.38232042793813,-11328.697957240887,12158.259573344305
P122,kappa,-29.82739031939726,-9467.39300485164,8848.868496693896
P123,kappa,-150.9857012960003,-5566.7597137935445,6329.350926310103
P124,kappa,-364.4874932018185,-12125.552505703148,12197.898962031359
P125,kappa,1.0131322203067712,-0.6876146292905017,2.588342859985259
P126,kappa,0.8431176738090044,-0.7025924590666922,2.5656060709589785
P127,kappa,0.8045827867791692,-0.7576441193777615,2.652439642152725
P128,kappa,1.0004674589942484,-0.6340201167260678,2.6646014067722428
P129,kappa,13.058199503184673,-2916.3395210922554,2835.5719962164844
P130,kappa,0.9993183874735606,-0.5277227228548164,2.868517703527608
P131,kappa,1.0345590984065682,-0.8394188494255526,2.808354866067865
P132,kappa,0.900172536559668,-0.8497688879812482,2.511842268015883
P133,kappa,1.0252303640307412,-0.5619931621818887,2.822185437307758
P134,kappa,0.9971737488418249,-0.6407792556460492,2.7388418480373975
P135,kappa,-27.600835357536234,-13193.023161889587,11711.430870207465
P136,kappa,-59.92044186749384,-10415.811960371464,9486.91939866682
P137,kappa,0.8598749477981011,-0.730956362043152,2.59556096868098
P138,kappa,1.0209126493774063,-1.857672678781869,3.6720624006844917
P139,kappa,0.8565526285806075,-0.7572248271528812,2.4303532206848306
P140,kappa,0.9114513193542991,-0.842320280523539,2.50001145215138
P141,kappa,-331.33753495047006,-11878.476791852305,12189.62744687015
P142,kappa,0.8803947746705928,-0.6511714207187723,2.577666498889738
P143,kappa,1.0181800326234283,-0.7913752631074453,3.010951827761703
P144,kappa,0.8821261946015012,-0.8055788031432634,2.4968315571157182
P145,kappa,0.8904843814312764,-0.6920655228794254,2.53663563635595
P146,kappa,-14.292057195658504,-13227.966347906098,13101.303873932016
P147,kappa,-200.33265429093646,-9916.506701273805,10451.066620565074
P148,kappa,0.9534441538982761,-0.6943239302399601,2.66084816656138
P149,kappa,-108.81852010229821,-11334.191963906092,13069.106325138922
P150,kappa,0.9601995518706593,-0.5658817034705925,2.593065156425929
P151,kappa,1.040290464223114,-0.8410296884943192,2.7271058400153274
P152,kappa,1.0112954335338564,-0.592559809296,2.7428015426363492
P153,kappa,0.9885444094043053,-0.6239747628484797,2.711417325406266
P154,kappa,0.9344146787589741,-0.6572724119300267,2.638248681668291
P155,kappa,170.75683539075425,-6529.226940932585,6588.965662008913
P156,kappa,46.853701517430515,-4553.054072776123,4733.081552572869
P157,kappa,1.0293512478845666,-0.8300971205322474,2.770449558703744
P158,kappa,0.9280907662531451,-0.6374000738544348,2.7009683019862294
P159,kappa,-161.88388385636335,-7897.944200526622,8219.299893186015
P000,beta,3.4254906982482853,0.8239770301743886,6.558183080591501
P001,beta,3.317008513867616,1.0135658623743986,6.808395104192072
P002,beta,3.6202792535127064,0.7807857103250678,6.954455692074183
P003,beta,2.3835128575779527,0.5916441230546295,4.574708802318369
P004,beta,0.5714151800779498,0.1414948375694862,1.1276842812861803
P005,beta,2.583968509882167,0.655251241050154,5.3370453181220965
P006,beta,2.2101963882162288,0.5777225115684931,4.502899416454704
P007,beta,3.0801114225973123,0.6978992195982081,6.111738719992177
P008,beta,2.292470200358864,0.5403450306465238,4.6559017621278596
P009,beta,2.5472979668945537,0.6012001128958219,4.954206478652459
P010,beta,2.436017051987946,0.5897146572096126,4.715991257552332
P011,beta,2.7320791816568355,0.7905910979989484,5.456816089193431
P012,beta,2.2563860389389117,0.6140169824545376,4.393444895531912
P013,beta,3.1324952213579724,0.6515335104013145,6.320480114583594
P014,beta,2.7252124276329757,0.7826942492866467,5.456873870648858
P015,beta,1.7006672219369405,0.3194846986153042,3.336251982081388
P016,beta,3.7674132828046276,0.8041553006620465,7.380562648995394
P017,beta,2.3159264215939728,0.6932226110462998,4.600544211232427
P018,beta,2.8143312825695017,0.6799700401626665,5.412510951131235
P019,beta,3.5272492378675544,0.7531663682677037,6.743412029410146
P020,beta,1.93873614788066,0.3511557583522298,3.8789580100933634
P021,beta,1.6261369059288402,0.41185061000413115,3.2631127414923666
P022,beta,2.455338888225164,0.6312040631477034,4.734305480004664
P023,beta,2.1851982821668954,0.5218423038962648,4.15352867657655
P024,beta,2.2957905760117243,0.4671122354581771,4.39138100452964
P025,beta,2.757141989035143,0.6076426523769374,5.480015151476043
P026,beta,3.3553521977370613,0.8365666573005502,6.67773270313799
P027,beta,2.838847139646873,0.6471618094945182,5.859791054132306
P028,beta,1.9092111459483392,0.4598378592567545,3.954347840343902
P029,beta,3.717801767657754,0.7700119598768012,7.7995515656259355
P030,beta,2.2460833807984586,0.48737378053602753,4.597226824871517
P031,beta,1.8937963730409366,0.5453072707800269,3.7298102778509583
P032,beta,3.019971901428609,0.7195112704509962,6.117744703597918
P033,beta,1.8224758580411617,0.46525286736436955,3.748978310597734
P034,beta,2.083248508117201,0.49450130234341094,4.121879210028719
P035,beta,1.7694376958258349,0.40918724129698564,3.67467497078718
P036,beta,2.6673034338492454,0.6177100714846391,5.3719908520284925
P037,beta,2.430443020148138,0.6907238573342075,4.838641671006934
P038,beta,2.5479286633055187,0.6456507292172695,4.982169241650834
P039,beta,2.3719181235463758,0.5878534647036187,4.771356537906883
P040,beta,3.1945298498366923,0.8234560258481816,6.572118290378384
P041,beta,4.172884651420579,0.9228420111537335,7.825945687375224
P042,beta,3.4969856356177735,0.769932469892676,6.646101794015578
P043,beta,4.7375894976550095,0.9779137026241906,9.257246098253702
P044,beta,4.340605663153795,0.9401557629345169,8.686948432660047
P045,beta,4.00469739401378,1.1334680026906545,7.84615686085944
P046,beta,4.1571707500473005,1.2094022473695711,8.457237048159142
P047,beta,3.604576120645781,0.705042584822264,7.362723229928982
P048,beta,3.866409031267278,0.8735776772432241,7.679022067233514
P049,beta,4.001617511488563,1.225608879022543,8.074688505169656
P050,beta,2.320492329453134,0.44815270069170987,4.595567272061864
P051,beta,3.4964785739992985,1.0191582517490427,6.741760536861748
P052,beta,5.029144293096265,1.0696602660743755,9.844109263499108
P053,beta,5.742696753525098,1.4442120685510065,11.39212647366052
P054,beta,4.171416263863789,0.9238763246029581,8.368849073296397
P055,beta,5.29600640733193,1.2507164251304497,10.520432828128191
P056,beta,4.022492694423868,1.2219736439060982,8.190935732789772
P057,beta,4.2977042609277865,1.0448948123413802,7.887003830673965
P058,beta,4.060271939393408,0.7007583294605426,7.8348339329767285
P059,beta,5.388135563528227,1.2335859579005415,11.05779999402108
P060,beta,4.947727433351504,1.4664442176242725,9.366243328608824
P061,beta,4.067505134988312,0.7692133615137565,7.728169588862406
P062,beta,4.184519602919782,1.1933228629029464,8.348385035073097
P063,beta,3.3200699812832575,0.6930790410768438,6.679703513195744
P064,beta,3.4930188812949634,0.7458439533654247,6.813637382125852
P065,beta,3.8081751197532947,0.7789102753864766,7.507043096599472
P066,beta,4.800729121397084,1.2610524889034822,9.285174906532367
P067,beta,4.428338201652485,0.911802630508888,8.650386319976173
P068,beta,4.911271096917099,1.3300989291967746,10.119888527665994
P069,beta,3.7635878765345385,0.8720681447850305,7.463532437838505
P070,beta,4.320006111714376,1.163438497852696,8.539999466612416
P071,beta,3.479564174188479,0.9274606938530758,7.003238313676628
P072,beta,3.1224654651189447,0.6848035557768948,6.101146361636528
P073,beta,6.8979280637162645,1.6595023806736018,13.617407209534774
P074,beta,6.026269394644079,1.4318976218885544,12.160658366391335
P075,beta,4.602012016510199,1.1115403785719629,9.076602941968316
P076,beta,4.2165045672091335,1.0345133880662438,8.633969104728566
P077,beta,0.788129333871093,0.20626514062671836,1.5117981684911332
P078,beta,4.7434386511313456,1.392076099537523,9.241419741166887
P079,beta,4.68937163816205,1.2301351537713099,9.059963506519034
P080,beta,6.5885545326360305e+44,2.4990366230220133e-44,4.7033520713198787e+23
P081,beta,1.0278278784369543,0.25932844946048084,2.038497331096294
P082,beta,1.9744520533791525,0.38813470015019896,4.161322907763921
P083,beta,2.3875742726343843,0.4314053069703356,5.0323959573605
P084,beta,324.9843909891883,1.1189425224087276e-06,160.0443724375499
P085,beta,1.1373216622995516e+154,6.64078203103156e-158,2.6017109079136455e+76
P086,beta,3.635421115218046e+41,1.8934789048317838e-45,5.493416374851152e+23
P087,beta,2.265608190402472,0.60588213452204,4.40964399808279
P088,beta,0.12631827546505336,0.02873721029957995,0.24655954264439475
P089,beta,2.135719001081205,0.6923522432778276,4.50328477825998
P090,beta,1.6187673454606398e+107,3.678176012051658e-110,2.7773192766669577e+48
P091,beta,1480638861.0212011,7.939963359859105e-16,50741.563087715185
P092,beta,inf,0.0,inf
P093,beta,0.7870013053225895,0.15725707187920396,1.5682418489998349
P094,beta,0.08102399244857589,0.018175506591443926,0.1622978132325238
P095,beta,1.8483500080173243,0.47749013289270076,3.4512047230555734
P096,beta,6.458381056116813e+271,2.62479405433702e-235,2.8292263708833058e+125
P097,beta,1.8980605016272544e+49,2.117467471998705e-51,4.6026386230019477e+27
P098,beta,2.8475409242040275,0.8021657422377778,5.39579743648241
P099,beta,3.00412589187769,0.8415368993440495,5.691313987629231
P100,beta,2.668821308744312,1.3080983607653893,4.03519517111824
P101,beta,5.375464656620102e+290,4.061195e-318,8.231671410616369e+158
P102,beta,2.2620595169359854,0.47966777117388093,4.566147513761929
P103,beta,4.460655406019379e+152,1.2543377133738454e-150,6.326153332331947e+76
P104,beta,1.36910906809491e+97,1.5052907046560288e-105,1.1445690171849551e+48
P105,beta,3.2775796193005426,0.26416280681520193,7.948690415089516
P106,beta,2.35504387214922,1.1132734983032255,3.873430183018353
P107,beta,inf,0.0,inf
P108,beta,0.8059919025091904,0.1990843803904838,1.5797367415088701
P109,beta,1.4226733301612833,0.3249226635005036,2.7860727696647305
P110,beta,1.4089777176423623e+163,4.407689692817927e-191,7.67358225717136e+83
P111,beta,inf,0.0,inf
P112,beta,2.7068388292790497,0.9519895541273226,4.924623698524015
P113,beta,0.7742453631227094,0.20918005679723767,1.4436217009874743
P114,beta,3.942427578679421,0.0048508737793287,13.951107019528914
P115,beta,29362854475607.67,5.217163215721994e-18,6891611.924327462
P116,beta,9708602.64291875,3.4343090059464148e-12,15076.49423665986
P117,beta,5.382575749489956e+180,2.8996261743255064e-217,9.91506270110182e+108
P118,beta,2.4530892112270917,0.6677402935067231,4.910162845880264
P119,beta,0.09110848542343403,0.020649221577377107,0.17887834072594144
P120,beta,4.495404884594888,0.7782102661214856,9.599451729408662
P121,beta,9.737937449290833e+74,3.626538224654564e-77,2.93982387232682e+42
P122,beta,6.9397939466084475e+25,1.6541105420468936e-32,238135922295615.6
P123,beta,30042.827576165284,7.102282202458138e-08,1136.0202187982327
P124,beta,2.7293292016588432e+228,1.883346742016409e-226,1.884513603358199e+130
P125,beta,2.791152334878973,0.5773945544888446,5.509488869993188
P126,beta,3.258963526963288,1.2886320882207336,5.740052878888013
P127,beta,2.093010245585597,0.6318531335248169,4.20756295967172
P128,beta,4.151962738802453,0.20360526511110455,10.119418323723448
P129,beta,9.001974243314874e+236,1.3095104340906705e-273,8.138804245335181e+136
P130,beta,1.154630179308882,0.27222556133790177,2.405278890979059
P131,beta,1.0316969118045984,0.255090288122244,2.0269159342233314
P132,beta,1.7006707048013399,0.8257886147375432,2.6264145788570366
P133,beta,0.6708059086366571,0.1531567581719777,1.2549004705612226
P134,beta,1.796768041350021,0.3915979070767087,3.480992740656826
P135,beta,inf,0.0,inf
P136,beta,1.4887436200003036e+230,1.8566459058481765e-220,3.745990667382251e+125
P137,beta,3.461135235953533,0.742861664157729,7.017158343048147
P138,beta,0.06938156745839161,0.017954686522031086,0.13476126389330625
P139,beta,1.811838288429052,0.45411167278599146,3.4678743506134477
P140,beta,2.706461389577935,0.4361414302322759,5.755241654856501
P141,beta,inf,0.0,inf
P142,beta,82.59247702634967,0.007519975113630827,166.90649500839996
P143,beta,0.7336870586688665,0.2104532358054074,1.4308385915455537
P144,beta,3.5925107553015083,0.9706166363870128,7.153926706648041
P145,beta,5.21251828718943,0.4881274360287771,12.724037983331112
P146,beta,inf,0.0,inf
P147,beta,inf,0.0,inf
P148,beta,2.2007732035428598,0.5782352863477946,4.347840882626088
P149,beta,inf,0.0,4.645338069538582e+205
P150,beta,4.47675858023218,1.1430467373377966,9.34578754953746
P151,beta,1.6708831594997362,0.367455462858946,3.3291241757534467
P152,beta,0.9557050713729385,0.22665594827759028,1.8643875168211135
P153,beta,2.0312921659165744,0.5861862197118572,4.056481416627184
P154,beta,3.5893892013873723,0.8220525484967535,6.842459306367017
P155,beta,0.31178519899004864,0.006533354610870916,1.0032058272937137
P156,beta,inf,0.0,1.2302652701176237e+257
P157,beta,0.9085116497008373,0.2635333720615506,1.7989859368169099
P158,beta,2.188291779536569,0.7186781724790937,4.125129097249921
P159,beta,3.1921166162406443e+105,6.938917366805244e-118,6.716569919639251e+50
P000,mu3_0,1.1804398512542753,-0.3295278873445744,2.965771516413251
P001,mu3_0,1.427179609614846,-0.34001454083827864,3.0650940223032777
P002,mu3_0,1.568935027100305,-0.12144078220517218,3.308459193265351
P003,mu3_0,0.7987658452825839,-0.9123308473019194,2.5814429127139817
P004,mu3_0,0.6685248704765208,-1.2091415575658688,2.6229386550853495
P005,mu3_0,1.6412115002917633,-0.11615458562296,3.225528595832939
P006,mu3_0,1.5725186177969086,-0.13870929823548228,3.1628421950920926
P007,mu3_0,1.649853809187568,-0.09723190399331982,3.3343230844376976
P008,mu3_0,1.6044633911171464,-0.18476260245654386,3.333601150160807
P009,mu3_0,1.512589000462087,-0.22349174512755443,3.1302302298003974
P010,mu3_0,1.164208966703218,-0.6828439533796185,2.7721251562326588
P011,mu3_0,1.2013858758479772,-0.6711343992788472,2.638243717808569
P012,mu3_0,1.1603522488020743,-0.5644271600496289,2.9702512878437313
P013,mu3_0,1.7224006543609969,0.17802886921248162,3.332365525646004
P014,mu3_0,1.1540507198015704,-0.5043341986855066,2.7373481525385457
P015,mu3_0,1.4002840110457662,-0.3951768901844226,3.124701225021735
P016,mu3_0,1.6572788575036206,-0.09455440754005329,3.4010543256694126
P017,mu3_0,1.108898008226653,-0.7098043301790744,2.836179341496229
P018,mu3_0,1.4154288920411913,-0.2856594541676567,2.9916466578689422
P019,mu3_0,1.3352590938533175,-0.3276936158317696,3.0550955053796534
P020,mu3_0,1.67805372371936,0.0661569022802937,3.7157009128676393
P021,mu3_0,1.3429627234940824,-0.4811183049691239,3.240914772934153
P022,mu3_0,1.212927530530699,-0.5790873080112633,3.1188195175670232
P023,mu3_0,0.988758361867801,-0.641352624236204,2.6794769584218416
P024,mu3_0,1.2788663035044139,-0.444546591743479,2.9685014235987817
P025,mu3_0,1.4687353666660317,-0.24014323285492756,3.2216791999284164
P026,mu3_0,1.1644438643527442,-0.5295005356325191,2.8563971961442958
P027,mu3_0,1.5878593378700443,-0.13569383667850676,3.3831009294224264
P028,mu3_0,1.5451561809220757,-0.06091227658028742,3.451840986052333
P029,mu3_0,1.64104472364698,0.01941408196047867,3.298312986478543
P030,mu3_0,1.532344746491912,-0.21370013467056892,3.2116292479453925
P031,mu3_0,1.0452015744264536,-0.6871977077545968,2.830783988620908
P032,mu3_0,1.3933900396897234,-0.12566963613641136,3.29985986829334
P033,mu3_0,1.5921898264360432,-0.28281153971187734,3.3220506894717046
P034,mu3_0,1.3149427815073638,-0.37330869889862006,3.0247772596323443
P035,mu3_0,1.8728983820032428,0.05073577741611479,3.5644949305705715
P036,mu3_0,1.5950436694540013,0.11396528844959075,3.556064946871377
P037,mu3_0,1.1325036898251755,-0.6868527488738867,2.9456884322393972
P038,mu3_0,1.4315478196202465,-0.3139038768347544,3.2686262349849207
P039,mu3_0,1.413959031335735,-0.2170459664544364,3.1139007578335045
P040,mu3_0,1.443737337489919,-0.19308089070731493,3.0396010373552453
P041,mu3_0,1.6248115828102971,-0.06674633980998057,3.318568258601965
P042,mu3_0,1.1441640966921605,-0.6184074717781385,2.746625571648491
P043,mu3_0,1.7497155979221457,0.09533413639747135,3.6132614019521867
P044,mu3_0,1.4210599137895228,-0.16010046216043294,3.221669062197708
P045,mu3_0,1.214001451661962,-0.5370689021045703,3.020859182921942
P046,mu3_0,1.0152355004663582,-0.6281181899977379,2.948072576426576
P047,mu3_0,1.6616639906456367,0.07625728943155274,3.549397737520458
P048,mu3_0,1.5721717229059025,-0.07191360123926249,3.297863995890261
P049,mu3_0,1.5899676617490166,-0.2090427184190724,3.24216784755622
P050,mu3_0,1.4484028893963992,-0.20980504608751738,3.3365435601967075
P051,mu3_0,1.4090605375489365,-0.34257625251371304,2.984754188572688
P052,mu3_0,1.3229565091127753,-0.15289173935250222,3.0933737589357713
P053,mu3_0,1.2650706354542538,-0.3896736905594027,2.9220400719365283
P054,mu3_0,1.5757121815291608,-0.18312126982927968,3.4251728431665844
P055,mu3_0,1.546751043348697,-0.24842270157297297,3.1556710108167656
P056,mu3_0,1.8731601776915288,0.26323101801849935,3.6341610612500452
P057,mu3_0,1.397224404915308,-0.30794266555006766,3.0033845044255525
P058,mu3_0,1.4659778128318126,-0.35774253633706166,3.0467501158672787
P059,mu3_0,1.9492341811234395,0.32020694363040403,3.7558523316548404
P060,mu3_0,1.2052020835528559,-0.3150512180706688,3.1206142617377366
P061,mu3_0,1.6517018848241907,0.014239142182162157,3.295789324778224
P062,mu3_0,1.2010509079676952,-0.43651643712650867,2.8498196989719062
P063,mu3_0,1.5390432034944297,-0.4060710373648715,3.065310150008754
P064,mu3_0,1.544708375137294,-0.12925895254410058,3.274591054753348
P065,mu3_0,1.4996664949945788,-0.19590538993787865,3.14270894719599
P066,mu3_0,1.1727296994301617,-0.5966324997065817,2.889821214341036
P067,mu3_0,1.6338096965712336,-0.053411316051976465,3.336328865505795
P068,mu3_0,1.7841841251906174,0.15367847393166034,3.513531694955863
P069,mu3_0,1.2977768276987856,-0.3745032688539769,3.001148936791764
P070,mu3_0,1.3192691080936672,-0.18546385138841637,3.008858077657965
P071,mu3_0,1.3405960111761914,-0.30652572326234884,2.9815438510476495
P072,mu3_0,1.486317874727442,-0.29979090635540895,3.257316944918566
P073,mu3_0,1.3619696624267976,-0.3526905576053718,3.0546821419728083
P074,mu3_0,1.8387141033362588,-0.039797323991323186,3.49857642540102
P075,mu3_0,1.079013783276946,-0.7842909413299679,2.6534827605886635
P076,mu3_0,1.6659677530814052,-0.11651317677339512,3.253866758528266
P077,mu3_0,2.848248936187515,0.37334862427602644,5.50067719824073
P078,mu3_0,1.3642289065866364,-0.4972385325750688,3.0097808937712003
P079,mu3_0,1.188120162130578,-0.5139801015622731,2.8175754963924295
P080,mu3_0,-238.18820021513685,-15602.693247694104,14566.367235143342
P081,mu3_0,0.9809440021977276,-1.915601749025863,4.450987566155379
P082,mu3_0,1.824817765457072,0.09984267371155742,3.495719834434243
P083,mu3_0,2.2099316574209267,0.7494851162136502,3.912455911656517
P084,mu3_0,26.522264428154955,-14490.281257071849,16954.683803236447
P085,mu3_0,146.3148335208041,-14282.482460902269,17322.18505908258
P086,mu3_0,5.593109482780557,-17965.792717051667,16853.823484765577
P087,mu3_0,0.6432285101089579,-1.1721233133899163,2.4094058822246778
P088,mu3_0,0.573093360016564,-6.011598434071617,6.468158679160966
P089,mu3_0,0.7559542906577846,-0.9186066215396107,2.567221138006056
P090,mu3_0,-197.23403848261347,-17271.83184889962,15351.461048347031
P091,mu3_0,381.4628346674847,-18711.313994029606,19685.025553436146
P092,mu3_0,86.41676881069564,-13671.642734909761,13638.74447252954
P093,mu3_0,0.7666092891329721,-5.47619683816739,5.854986067078988
P094,mu3_0,0.8583696790500589,-12.09306121946287,13.720663884148184
P095,mu3_0,1.0909175035426033,-0.7392781765773819,2.9198380071062457
P096,mu3_0,-158.62581502661232,-14357.006116841028,13317.263176451048
P097,mu3_0,279.2329464363425,-14222.62012250399,14370.280894515543
P098,mu3_0,2.2220632734325143,0.7198229013931035,4.032197784328603
P099,mu3_0,2.1135354417257908,0.5624769153292664,3.8665317143636786
P100,mu3_0,2.3672198097330988,0.5660799635127538,4.041937688137122
P101,mu3_0,119.26712137352996,-13633.123752208561,14942.072957239161
P102,mu3_0,2.292845632697547,0.466913597787199,3.796353066770461
P103,mu3_0,99.4215341515,-14184.614518248234,13374.52689279029
P104,mu3_0,-76.4744419650267,-16708.794143827254,14909.870756175518
P105,mu3_0,2.1394559380440774,0.540072795816019,3.816846530384765
P106,mu3_0,2.394240234932371,0.7019720526704789,4.111496318518948
P107,mu3_0,-39.908584510140194,-17693.33973579814,16398.834120097592
P108,mu3_0,0.7462565331221817,-1.4452715518213792,3.4837245710312343
P109,mu3_0,1.3024041286830645,-0.8044636384365287,3.0686696067568375
P110,mu3_0,77.01270546050816,-14891.701826590837,14611.887749289686
P111,mu3_0,136.6832474719409,-11472.805720685385,13020.17070476919
P112,mu3_0,2.223586672812757,0.5463386933308874,3.839107252011289
P113,mu3_0,1.159011531685819,-0.8561852745164737,3.2655477989456907
P114,mu3_0,403.702863654316,-14882.896793065373,12505.740258863652
P115,mu3_0,-567.6089699684661,-16424.710201369686,15183.244402898541
P116,mu3_0,315.526416081883,-13065.328642960794,14782.02495198714
P117,mu3_0,421.0611378463041,-15179.180155197551,13132.34990658056
P118,mu3_0,1.5374285829317798,-0.43114270964323986,3.1894053207777944
P119,mu3_0,0.5111462851816776,-3.8790839976531295,4.611042440502173
P120,mu3_0,1.7998646596625825,0.20045914254866526,3.6230657885693
P121,mu3_0,85.9780818309632,-12602.65412680407,13527.045506162116
P122,mu3_0,-53.718691107815125,-16723.6114299946,15628.847672738737
P123,mu3_0,-438.04931087165016,-16073.055706507159,18270.662801471164
P124,mu3_0,-402.08797147059266,-13366.41688370585,13447.005643571405
P125,mu3_0,1.1178995817366992,-0.5946111441868094,2.7284627801916574
P126,mu3_0,2.4337859892758686,0.6436359245975845,3.980106384950439
P127,mu3_0,2.811946372035224,-0.37199003771262884,6.068781493746107
P128,mu3_0,1.819802623932522,0.03526530481734458,3.447218949147712
P129,mu3_0,14.550965968925196,-3068.561762457189,2980.7135962212756
P130,mu3_0,1.4335547608979087,-0.6954204832345734,3.9449648346442645
P131,mu3_0,1.182556304420197,-1.609869158792198,4.272985237580196
P132,mu3_0,2.21776112121248,0.6201073754898625,4.00494151675547
P133,mu3_0,1.1808538922554166,-0.9568440175858395,3.2157393489678263
P134,mu3_0,0.969902354666677,-0.9220372206426694,3.053630784892891
P135,mu3_0,-29.149249385849085,-14363.274818920763,12751.844473699268
P136,mu3_0,-87.36037062855276,-15086.945600991556,13738.845496117256
P137,mu3_0,2.2776386286208976,0.6920333303687516,4.099877718998466
P138,mu3_0,0.7045658439689259,-9.110260221369339,8.631165145121045
P139,mu3_0,2.3352283762637205,0.5853926499382798,3.897159493531971
P140,mu3_0,2.382126095053164,0.620779708241257,3.9617224752084095
P141,mu3_0,-356.7169797475505,-12772.09180467924,13101.824858123491
P142,mu3_0,2.100490488077033,0.45072976061369396,3.8629795365317054
P143,mu3_0,0.632246702968725,-3.2525399555122325,4.225399896637861
P144,mu3_0,2.3568398667393153,0.780432585237766,4.0762416311668055
P145,mu3_0,2.142788148293737,0.5185751577156115,3.8589603697179102
P146,mu3_0,-12.58324931007374,-13233.362124643376,13107.091282515721
P147,mu3_0,-298.64690110889154,-14789.597739701558,15582.215286876028
P148,mu3_0,1.1538695489483533,-0.550495839129806,2.962724342731434
P149,mu3_0,-123.8111230689236,-12883.014387168236,14854.658332076933
P150,mu3_0,1.9523609355227456,0.2593782465167871,3.4546287802202067
P151,mu3_0,1.180098662245392,-2.1115749895984086,4.499839658807636
P152,mu3_0,0.6077549583653902,-1.61523667035758,2.964382038195921
P153,mu3_0,0.9576607537566592,-1.104209907623337,2.584446081394091
P154,mu3_0,1.7739333321258357,0.15633979448238056,3.4689664356653407
P155,mu3_0,418.3817803223921,-16054.893922710007,16200.7873329288
P156,mu3_0,148.2969063800738,-14595.608000306014,15163.17628740635
P157,mu3_0,0.9038324094820447,-1.8519370027255855,3.9365006807079617
P158,mu3_0,2.213065222730813,0.6426369306085111,3.958160126876357
P159,mu3_0,-300.6107631694749,-14611.093496243207,15204.54905153296
