regime,param_vector_id,omega_2,omega_3,kappa,beta,zeta,lambda_hat_qr,lambda_hat_gmsr,max_singular_value,num_trials_sigma_gt_1
round_robin,96,-3.155161505271389,-3.114310934821563,1.0,0.7288752179503365,0.5226488395359619,-0.015018296593002555,-0.0021099514847351835,1.0812512727015828,307
round_robin,97,-2.9216067673425847,-6.769138652213405,1.0,3.160802270336384,0.42690659732889524,-0.017473524761574932,-3.441549772817631e-05,1.1171260914553507,329
round_robin,98,-5.986074194909419,-7.182081889492444,1.0,0.5194597885989276,-0.9983344964992857,-0.012355722097993311,0.0004743527630019481,1.0586097746878762,315
round_robin,99,-2.257548036791179,-2.352377604748506,1.0,3.1325868196551814,0.32100058321669644,-0.010004584159123746,-0.001199929539567586,1.6235193098527239,348
grw,0,-4.134129159289461,-3.075193394602443,1.0,0.8275056996784209,0.31636407076699924,-0.016481205197512373,-0.00021453123320854819,1.1657381596260397,348
grw,1,-5.071454471282259,-2.130044098353858,1.0,2.155890406252504,0.36723336017940045,-0.01989871426084242,-0.002052663370470652,1.1123989060608601,293
grw,2,-4.462026467987239,-7.563197369527308,1.0,3.4577504820846183,-0.8573104782662448,-0.01783267743220537,-7.010208436385901e-05,1.0438004260278901,308
grw,3,-2.3218270816503175,-3.5280451488137325,1.0,1.9403462956000415,-0.1153975677153185,-0.011960031098269824,0.0003606289079080736,2.2403400252157093,351
grw,4,-5.466378823776983,-7.667494641622135,1.0,3.364391670701065,-0.9045953967966018,-0.012401175032739319,0.0009446870108110855,1.0555367092283559,393
grw,5,-5.90296614137309,-2.9480941067283988,1.0,1.0913667189847542,-0.9652618690155708,-0.013467164289426355,6.147738061537958e-05,1.0582125599265486,333
grw,6,-4.2344310817337565,-5.915790902729989,1.0,3.9800794714606003,0.27327748517147765,-0.013531166516547484,-9.422614757443113e-05,1.1279495615795878,311
grw,7,-4.162700618136258,-7.926516240975703,1.0,2.3813229130739986,0.2692473809193996,-0.014552134007622976,0.0006301971702776732,1.4307284956208748,377
grw,8,-4.2704552832030345,-6.760107338246,1.0,3.4109670326858805,-0.5013955978946203,-0.01398818538637539,0.0011978011939641463,1.371063378000412,397
grw,9,-3.9013284348491024,-7.561982049193144,1.0,2.9444837292196056,0.5040707258812684,-0.013074146765162699,0.0004623208026969671,1.8661444043299524,382
grw,10,-5.377866022281259,-4.427315401271388,1.0,0.5090691949693387,0.39805864920836687,-0.013047991333723414,0.000498044019780121,1.0548508638458547,355
grw,11,-3.8105693071444926,-7.37600871323373,1.0,3.582793946068584,-0.3445075254904848,-0.014486861714648374,0.00015346817973319168,1.2959241292320587,332
grw,12,-2.561611154827091,-3.4720362760862677,1.0,1.1542729751733911,0.15430779411925433,-0.015111718917973728,0.0026211736606916915,2.7627561115585837,389
grw,13,-4.3833091822669825,-3.361105022844475,1.0,2.5000804157924352,0.9248391509713607,-0.012400760235349131,0.0003146555869290093,1.07370361799842,363
grw,14,-4.042670701419645,-2.1430395889038785,1.0,1.0488806446245718,0.5454900281274839,-0.010361794304411547,-0.002752888262804598,1.1327443388475427,318
grw,15,-2.1544070550767906,-2.6736029089175375,1.0,1.384850801137437,0.5677423362333835,-0.010620325960342625,0.0002970837596104655,2.744487846798218,360
grw,16,-2.9256494296614224,-2.2949077659854584,1.0,2.2032700373081227,-0.3327851203219412,-0.016002839140018845,0.0018080229610768785,2.7206511985296533,365
grw,17,-3.7263038097268906,-2.3357203180004777,1.0,3.394260558381219,0.7415489603851653,-0.012297522698649548,0.0013316076030549745,1.6230651428126077,393
grw,18,-4.266123254420695,-2.518815899313667,1.0,1.5690765635169917,-0.6404798522526638,-0.011803958762260489,-0.002447092236476882,1.078417739679984,304
grw,19,-5.647627271796555,-2.2070841821024008,1.0,0.6346230072681917,0.5546557781654793,-0.014766012971700021,-0.0008331924669690479,1.1140536157627183,314
grw,20,-5.1354464412324115,-3.104460839404032,1.0,3.5106091458285444,0.7985325465015976,-0.014457511280872295,-0.0007822508071444421,1.0526716921377126,314
grw,21,-4.505160764023682,-7.650428428796076,1.0,1.0734052424057536,-0.2656493161455564,-0.013352273746759201,6.635311488379465e-05,1.0445062871761506,300
grw,22,-4.649268053421451,-4.880936363209309,1.0,3.0856574292914667,0.47387328216788305,-0.01913275219702305,-0.0005944848220745287,1.0467252890151175,282
grw,23,-2.7481823357954185,-2.3807556540240657,1.0,1.1596949087212312,0.04016087610411412,-0.016932315994127967,0.0004557622173969325,3.255891726836763,360
grw,24,-2.4440970510342512,-2.7130661814288723,1.0,2.331145788484045,0.9703080940892794,-0.01162893023744017,-0.0032443213983735807,1.3152472658971608,298
grw,25,-3.3767096002984576,-5.660845286188968,1.0,2.069563957679298,0.28455394644522025,-0.013940180048318396,0.0009212503318804243,1.9356720698192202,366
grw,26,-5.613148996537137,-2.094056207410648,1.0,0.5942767105279325,0.7189441874846767,-0.009001097618357162,0.0013578497920334752,1.2964840748286197,408
grw,27,-4.135598218464601,-6.972059021729724,1.0,2.440225975804424,0.5916548252900826,-0.01680701854859241,0.0003103060880027156,1.0585248020235416,337
grw,28,-3.324782335633929,-5.9139217559823045,1.0,1.7161006019947322,-0.6421581796530251,-0.01447851957410357,0.0013423233774997986,2.755022642728728,402
grw,29,-3.452776759631433,-3.9347182764082076,1.0,2.7820056335537577,-0.3197332606308996,-0.01768047323957173,-0.0010004112683415468,1.1438270238702024,315
grw,30,-3.9388293222652555,-6.782169868048206,1.0,3.33916168297582,0.985591479625747,-0.014715427388799687,-0.00027842138753058385,1.0340619336080337,289
grw,31,-3.1511127743031926,-7.112926678370213,1.0,1.5723702918114326,-0.026448682846495153,-0.01535235972879163,0.0003056433099085687,2.153610124865197,363
grw,32,-4.2000531331201,-3.0878360192277334,1.0,1.7669916674638952,0.5777096351661708,-0.014362228713701651,-0.0005077212710401057,1.0690798695679093,330
grw,33,-4.761907289009088,-3.7513041754673004,1.0,1.10005631594482,0.8165535456591151,-0.02064339560088695,-0.0003461952483242113,1.0483095881956614,317
grw,34,-4.103848452815098,-3.7534419925724,1.0,0.8421122785753692,-0.0669317258858595,-0.013924017796200753,-0.001271734207221991,1.0372875323303328,301
grw,35,-4.453129663693852,-2.8065899511390375,1.0,0.7693071128027922,-0.4155029906310743,-0.011399355556126343,-0.0012173544001392264,1.0584788759402977,315
grw,36,-3.0137153361333175,-2.9004090357526193,1.0,2.242081975899743,-0.10495822838446722,-0.01933388866552855,-0.0035052725592519293,1.0682219777401234,288
grw,37,-2.1462626812349064,-6.760623278589602,1.0,0.5857757021168093,0.674967345816061,-0.01312618465278007,0.0008161643475586531,1.34982135452578,361
grw,38,-3.528680715783101,-6.6277053828391965,1.0,1.8100319330718833,-0.8681032925797623,-0.01541184673368155,-0.00036858317925103217,1.0864550264582455,289
grw,39,-3.7694647516962063,-2.0655799928953895,1.0,3.826680302817498,-0.2554177518887675,-0.012606755211359816,0.0017592265016750008,2.434895324265306,389
grw,40,-5.767490574850028,-5.378121132805711,1.0,2.860028850010538,0.7720917593045202,-0.010416356437333003,0.0007792165501482471,1.057495136140708,387
grw,41,-5.594797564540704,-7.342061938552662,1.0,3.964674268336365,-0.7248593989016221,-0.009857351917544966,0.0005361055142776208,1.1130339117804189,396
grw,42,-3.7040861387430457,-2.2403894637454975,1.0,0.9913078533683394,-0.9909229875036318,-0.014316818534845677,-0.0001194787486425478,1.2949918683057633,353
grw,43,-4.305570039272583,-5.996416063697008,1.0,0.8498416944011973,-0.38039101778444184,-0.01515326198603507,-0.0003386379400151406,1.0410878879338374,299
grw,44,-2.7399782562791346,-6.873439980493088,1.0,3.921068517612398,0.07602304554941841,-0.016913455420633706,0.00019203237084469633,1.2232551438388608,342
grw,45,-3.5678235499809463,-6.558779423481327,1.0,1.476234518567548,-0.7123359242830316,-0.01653773187261764,0.0009264373217401658,2.115028091953985,383
grw,46,-4.8572170027672215,-7.607665938247244,1.0,2.1243860516069923,-0.5794743448363533,-0.015958017442420307,0.0002037721521374726,1.0524539695790627,341
grw,47,-5.893569441898835,-3.9340199450781626,1.0,3.065648374816206,0.6392586701504315,-0.013988848138462623,0.00010630939003672234,1.0581658155327656,349
grw,48,-4.030710024977075,-7.322039071929021,1.0,3.53848709841429,0.380398762722457,-0.014954496047994032,0.0006462475224367786,1.317487543143409,353
grw,49,-3.142558414428998,-4.569011157735219,1.0,0.6427177750437323,0.835126236666587,-0.014911530622153087,-0.0003904626507577321,1.5986589983337158,320
grw,50,-4.769655123473019,-4.413392300775429,1.0,1.4136722989314385,0.946533561859978,-0.013647057765329882,0.0005947660287807467,1.0484145228497326,369
grw,51,-3.924232410045873,-7.952167476531109,1.0,3.8557337137722465,-0.9566995454105489,-0.012610979253673129,0.0007249939438042666,1.4302424727444967,386
grw,52,-4.592539236563257,-6.214629391553155,1.0,3.417002739743702,0.9328149987116467,-0.01422304047064523,0.0011321421635262958,1.2133038070512283,406
grw,53,-4.486338944781826,-4.1235882018524785,1.0,3.282418171875932,-0.8925031966285186,-0.01351922485860547,-0.00023372877722915568,1.0441985150307913,328
grw,54,-2.7139643948786207,-6.650515189701865,1.0,1.0901846911532629,0.7357312795149284,-0.016649756330676963,6.80411705058432e-05,1.3487680694230122,330
grw,55,-4.448275924527197,-4.300378246125133,1.0,0.716811820089382,0.998883435222383,-0.014004712021686759,-0.0005128773124568961,1.0435695326612326,312
grw,56,-3.5631727223792575,-7.916957123464021,1.0,0.5564873749016165,0.10394038216183632,-0.012070917900557155,0.0010641460098298064,2.285483307759482,400
grw,57,-4.150307928299886,-7.441808226709985,1.0,1.6350287457310135,-0.7389849242143425,-0.014851126646436338,0.000808712235707666,1.5600972308154728,376
grw,58,-4.9097576482302205,-3.2743356112251334,1.0,1.9343716351890354,0.4470096948958169,-0.014312943788392459,-0.0007878436684999086,1.0501947375688128,310
grw,59,-3.5132479590606813,-5.876744881335818,1.0,3.621277845356757,0.10743567997481773,-0.014865128348715347,-0.0006282299594759505,1.0713896132112626,291
grw,60,-2.0470877073344718,-4.616640313856836,1.0,2.148820844630291,-0.9139896126327016,-0.014360456173692894,-0.0004039597569076432,1.8537824350536691,324
grw,61,-5.178307374724696,-6.435040523549127,1.0,2.230766709634237,-0.8920198261580803,-0.01659221980253175,-0.00011280395777350638,1.053092118440027,284
grw,62,-4.289722630878712,-3.3596233775650157,1.0,3.01466562819223,0.48910720607435665,-0.013258117503785468,-0.0012024417685517984,1.0524050654056263,307
grw,63,-4.499026633509422,-4.33617668148582,1.0,2.5622947630728183,-0.3324796547243518,-0.02325682194621136,-0.0005213629802311582,1.0444054222401111,306
grw,64,-2.9727348874308688,-2.3096750858170036,1.0,3.9195924798572137,0.3968913287738718,-0.01212470420571345,-0.003387577187625607,1.2129575294269839,313
grw,65,-5.668170763764762,-3.244020916034385,1.0,3.739251896969302,-0.21196404094592736,-0.011636635332750998,-0.00044429395799068223,1.0569079709400508,300
grw,66,-5.9775509785728715,-7.281458204453416,1.0,1.2811956178328305,0.6037280261180991,-0.016327302492877446,5.170060825841205e-05,1.0585704827290383,284
